datetime,portfolio_value,cash,positions,return
2023-10-30 08:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2023-10-30 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-10-30 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-10-31 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-11-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-11-02 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-11-03 09:30:00-04:00,99232.47671508789,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",-0.007675232849121083
2023-11-04 09:30:00-04:00,99232.47671508789,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-04 09:29:00-04:00,99232.47671508789,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-06 08:30:00-05:00,98959.86828613281,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",-0.002747169454792253
2023-11-06 09:30:00-05:00,98959.86828613281,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-06 09:30:00-05:00,98959.86828613281,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-07 09:30:00-05:00,98934.12814331055,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",-0.0002601068823964159
2023-11-08 09:30:00-05:00,98716.50985717773,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",-0.002199628077962923
2023-11-09 09:30:00-05:00,98613.54928588867,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",-0.0010429924177629557
2023-11-10 09:30:00-05:00,98900.19714355469,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.002906779643789159
2023-11-11 09:30:00-05:00,98900.19714355469,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-11 09:29:00-05:00,98900.19714355469,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-13 08:30:00-05:00,98519.94714355469,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",-0.0038447850558686048
2023-11-13 09:30:00-05:00,98519.94714355469,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-13 09:30:00-05:00,98519.94714355469,149909.85842895508,"[{'asset': USD, 'quantity': 149909.85842895508}, {'asset': SPY, 'quantity': -117.0}]",0.0
2023-11-14 09:30:00-05:00,96478.02819824219,225018.1903076172,"[{'asset': USD, 'quantity': 225018.1903076172}, {'asset': SPY, 'quantity': -288.0}]",-0.020725944385020734
2023-11-15 09:30:00-05:00,95644.03146209716,172612.83895721435,"[{'asset': USD, 'quantity': 172612.83895721435}, {'asset': SPY, 'quantity': -171.0}]",-0.008644421447247419
